Month,Solid_Wate_Category,Location,Type,Waste_Type,Amount_Pounds
10/1/2018,Commodity,Magnolia & Alice,Drop off Center,Glass,2220
10/1/2018,Commodity,Magnolia & Alice,Drop off Center,Mixed Paper,8840
10/1/2018,Commodity,Magnolia & Alice,Drop off Center,Cardboard,11300
10/1/2018,Commodity,Magnolia & Alice,Drop off Center,Steel/Tim,680
10/1/2018,Commodity,Magnolia & Alice,Drop off Center,Newspaper,5420
10/1/2018,Commodity,Magnolia & Alice,Drop off Center,All Mixed (no glass),
10/1/2018,Commodity,225 Moody,Drop off Center,Aluminum,240
10/1/2018,Commodity,226 Moody,Drop off Center,Plastics,7260
10/1/2018,Commodity,227 Moody,Drop off Center,Glass,27160
10/1/2018,Commodity,228 Moody,Drop off Center,Mixed Paper,11440
10/1/2018,Commodity,229 Moody,Drop off Center,Cardboard,8400
10/1/2018,Commodity,230 Moody,Drop off Center,Steel/Tim,2520
10/1/2018,Commodity,231 Moody,Drop off Center,Newspaper,18540
10/1/2018,Commodity,232 Moody,Drop off Center,All Mixed (no glass),
10/1/2018,Commodity,4440 Western Av.,Drop off Center,Aluminum,640
10/1/2018,Commodity,4440 Western Av.,Drop off Center,Plastics,4380
10/1/2018,Commodity,4440 Western Av.,Drop off Center,Glass,12320
10/1/2018,Commodity,4440 Western Av.,Drop off Center,Mixed Paper,17040
10/1/2018,Commodity,4440 Western Av.,Drop off Center,Cardboard,7580
10/1/2018,Commodity,4440 Western Av.,Drop off Center,Steel/Tim,740
10/1/2018,Commodity,4440 Western Av.,Drop off Center,Newspaper,10780
10/1/2018,Commodity,4440 Western Av.,Drop off Center,All Mixed (no glass),
10/1/2018,Commodity,341 Parkvillage,Drop off Center,Aluminum,680
10/1/2018,Commodity,341 Parkvillage,Drop off Center,Plastics,25040
10/1/2018,Commodity,341 Parkvillage,Drop off Center,Glass,47860
10/1/2018,Commodity,341 Parkvillage,Drop off Center,Mixed Paper,69040
10/1/2018,Commodity,341 Parkvillage,Drop off Center,Cardboard,36020
10/1/2018,Commodity,341 Parkvillage,Drop off Center,Steel/Tim,2560
10/1/2018,Commodity,341 Parkvillage,Drop off Center,Newspaper,15040
10/1/2018,Commodity,341 Parkvillage,Drop off Center,All Mixed (no glass),
10/1/2018,Commodity,227 Willow Av.,Drop off Center,Aluminum,0
10/1/2018,Commodity,227 Willow Av.,Drop off Center,Plastics,2800
10/1/2018,Commodity,227 Willow Av.,Drop off Center,Glass,9260
10/1/2018,Commodity,227 Willow Av.,Drop off Center,Mixed Paper,4980
10/1/2018,Commodity,227 Willow Av.,Drop off Center,Cardboard,11160
10/1/2018,Commodity,227 Willow Av.,Drop off Center,Steel/Tim,0
10/1/2018,Commodity,227 Willow Av.,Drop off Center,Newspaper,5240
10/1/2018,Commodity,227 Willow Av.,Drop off Center,All Mixed (no glass),
10/1/2018,Commodity,Curbside City-Wide,Curbside,Aluminum,
10/1/2018,Commodity,Curbside City-Wide,Curbside,Plastics,
10/1/2018,Commodity,Curbside City-Wide,Curbside,Glass,
10/1/2018,Commodity,Curbside City-Wide,Curbside,Mixed Paper,
10/1/2018,Commodity,Curbside City-Wide,Curbside,Cardboard,
10/1/2018,Commodity,Curbside City-Wide,Curbside,Steel/Tim,
10/1/2018,Commodity,Curbside City-Wide,Curbside,Newspaper,
10/1/2018,Commodity,Curbside City-Wide,Curbside,All Mixed (no glass),849650
10/1/2018,Commodity,Downtown,Curbside,Aluminum,
10/1/2018,Commodity,Downtown,Curbside,Plastics,
10/1/2018,Commodity,Downtown,Curbside,Glass,
10/1/2018,Commodity,Downtown,Curbside,Mixed Paper,
10/1/2018,Commodity,Downtown,Curbside,Cardboard,34380
10/1/2018,Commodity,Downtown,Curbside,Steel/Tim,
10/1/2018,Commodity,Downtown,Curbside,Newspaper,
10/1/2018,Commodity,Downtown,Curbside,All Mixed (no glass),179710
10/1/2018,Commodity,KPD,Other,Aluminum,
10/1/2018,Commodity,KPD,Other,Plastics,
10/1/2018,Commodity,KPD,Other,Glass,
10/1/2018,Commodity,KPD,Other,Mixed Paper,4958
10/1/2018,Commodity,KPD,Other,Cardboard,
10/1/2018,Commodity,KPD,Other,Steel/Tim,
10/1/2018,Commodity,KPD,Other,Newspaper,
10/1/2018,Commodity,KPD,Other,All Mixed (no glass),
10/1/2018,Commodity,Recycling Trailer,Other,Aluminum,
10/1/2018,Commodity,Recycling Trailer,Other,Plastics,
10/1/2018,Commodity,Recycling Trailer,Other,Glass,
10/1/2018,Commodity,Recycling Trailer,Other,Mixed Paper,
10/1/2018,Commodity,Recycling Trailer,Other,Cardboard,
10/1/2018,Commodity,Recycling Trailer,Other,Steel/Tim,
10/1/2018,Commodity,Recycling Trailer,Other,Newspaper,
10/1/2018,Commodity,Recycling Trailer,Other,All Mixed (no glass),
10/1/2018,Landfill,Landfill Class 1,Waste,Transfer Station,1216
10/1/2018,Landfill,Landfill Class 1,Waste,Household Trash,3591.5
10/1/2018,Landfill,Landfill Class 1,Waste,Misc Trash,3.4
10/1/2018,Landfill,Landfill Class 1,Waste,Construction,
10/1/2018,Landfill,Landfill Class 1,Waste,Codes,
10/1/2018,Landfill,Landfill Class 3,"C&D, Diverted",Transfer Station,2246.3
10/1/2018,Landfill,Landfill Class 3,"C&D, Diverted",Household Trash,
10/1/2018,Landfill,Landfill Class 3,"C&D, Diverted",Misc Trash,
10/1/2018,Landfill,Landfill Class 3,"C&D, Diverted",Construction,
10/1/2018,Landfill,Landfill Class 3,"C&D, Diverted",Codes,
10/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Non-Commodity Recycling,TS Scrap Meta,64.67
10/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Non-Commodity Recycling,TS Tires,10.36
10/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Non-Commodity Recycling,TS Carpet,0
10/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Non-Commodity Recycling,HHW E-Waste,0
10/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Non-Commodity Recycling,HHW Mixed Recycling,2.8
10/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Non-Commodity Recycling,HHW Diverted,
10/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Diverted,TS Scrap Meta,
10/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Diverted,TS Tires,
10/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Diverted,TS Carpet,
10/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Diverted,HHW E-Waste,
10/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Diverted,HHW Mixed Recycling,
10/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Diverted,HHW Diverted,
10/1/2018,Mulch (TONS),Citywide,Total,Leaves,133.25
10/1/2018,Mulch (TONS),Citywide,Total,Brush,1922
11/1/2018,Commodity,Magnolia & Alice,Drop off Center,Aluminum, 898 
11/1/2018,Commodity,Magnolia & Alice,Drop off Center,Plastics," 4,740 "
11/1/2018,Commodity,Magnolia & Alice,Drop off Center,Glass," 8,720 "
11/1/2018,Commodity,Magnolia & Alice,Drop off Center,Mixed Paper," 10,300 "
11/1/2018,Commodity,Magnolia & Alice,Drop off Center,Cardboard," 6,820 "
11/1/2018,Commodity,Magnolia & Alice,Drop off Center,Steel/Tim," 2,080 "
11/1/2018,Commodity,Magnolia & Alice,Drop off Center,Newspaper, -   
11/1/2018,Commodity,Magnolia & Alice,Drop off Center,All Mixed (no glass),
11/1/2018,Commodity,225 Moody,Drop off Center,Aluminum, -   
11/1/2018,Commodity,226 Moody,Drop off Center,Plastics," 7,140 "
11/1/2018,Commodity,227 Moody,Drop off Center,Glass," 12,020 "
11/1/2018,Commodity,228 Moody,Drop off Center,Mixed Paper," 43,100 "
11/1/2018,Commodity,229 Moody,Drop off Center,Cardboard," 10,080 "
11/1/2018,Commodity,230 Moody,Drop off Center,Steel/Tim," 1,700 "
11/1/2018,Commodity,231 Moody,Drop off Center,Newspaper, -   
11/1/2018,Commodity,232 Moody,Drop off Center,All Mixed (no glass),
11/1/2018,Commodity,4440 Western Av.,Drop off Center,Aluminum," 1,190 "
11/1/2018,Commodity,4440 Western Av.,Drop off Center,Plastics," 6,000 "
11/1/2018,Commodity,4440 Western Av.,Drop off Center,Glass," 12,400 "
11/1/2018,Commodity,4440 Western Av.,Drop off Center,Mixed Paper," 8,380 "
11/1/2018,Commodity,4440 Western Av.,Drop off Center,Cardboard," 5,280 "
11/1/2018,Commodity,4440 Western Av.,Drop off Center,Steel/Tim, -   
11/1/2018,Commodity,4440 Western Av.,Drop off Center,Newspaper, -   
11/1/2018,Commodity,4440 Western Av.,Drop off Center,All Mixed (no glass),
11/1/2018,Commodity,341 Parkvillage,Drop off Center,Aluminum," 2,660 "
11/1/2018,Commodity,341 Parkvillage,Drop off Center,Plastics," 28,180 "
11/1/2018,Commodity,341 Parkvillage,Drop off Center,Glass," 33,188 "
11/1/2018,Commodity,341 Parkvillage,Drop off Center,Mixed Paper," 74,673 "
11/1/2018,Commodity,341 Parkvillage,Drop off Center,Cardboard," 33,305 "
11/1/2018,Commodity,341 Parkvillage,Drop off Center,Steel/Tim," 2,500 "
11/1/2018,Commodity,341 Parkvillage,Drop off Center,Newspaper, -   
11/1/2018,Commodity,341 Parkvillage,Drop off Center,All Mixed (no glass),
11/1/2018,Commodity,227 Willow Av.,Drop off Center,Aluminum, 960 
11/1/2018,Commodity,227 Willow Av.,Drop off Center,Plastics," 3,920 "
11/1/2018,Commodity,227 Willow Av.,Drop off Center,Glass," 19,020 "
11/1/2018,Commodity,227 Willow Av.,Drop off Center,Mixed Paper," 8,170 "
11/1/2018,Commodity,227 Willow Av.,Drop off Center,Cardboard," 12,220 "
11/1/2018,Commodity,227 Willow Av.,Drop off Center,Steel/Tim, -   
11/1/2018,Commodity,227 Willow Av.,Drop off Center,Newspaper," 3,800 "
11/1/2018,Commodity,227 Willow Av.,Drop off Center,All Mixed (no glass),
11/1/2018,Commodity,Curbside City-Wide,Curbside,Aluminum,
11/1/2018,Commodity,Curbside City-Wide,Curbside,Plastics,
11/1/2018,Commodity,Curbside City-Wide,Curbside,Glass,
11/1/2018,Commodity,Curbside City-Wide,Curbside,Mixed Paper,
11/1/2018,Commodity,Curbside City-Wide,Curbside,Cardboard,
11/1/2018,Commodity,Curbside City-Wide,Curbside,Steel/Tim,
11/1/2018,Commodity,Curbside City-Wide,Curbside,Newspaper,
11/1/2018,Commodity,Curbside City-Wide,Curbside,All Mixed (no glass),
11/1/2018,Commodity,Downtown,Curbside,Aluminum,
11/1/2018,Commodity,Downtown,Curbside,Plastics,
11/1/2018,Commodity,Downtown,Curbside,Glass,
11/1/2018,Commodity,Downtown,Curbside,Mixed Paper,
11/1/2018,Commodity,Downtown,Curbside,Cardboard,36660.00
11/1/2018,Commodity,Downtown,Curbside,Steel/Tim,
11/1/2018,Commodity,Downtown,Curbside,Newspaper,
11/1/2018,Commodity,Downtown,Curbside,All Mixed (no glass),
11/1/2018,Commodity,KPD,Other,Aluminum,
11/1/2018,Commodity,KPD,Other,Plastics,
11/1/2018,Commodity,KPD,Other,Glass,
11/1/2018,Commodity,KPD,Other,Mixed Paper,
11/1/2018,Commodity,KPD,Other,Cardboard,
11/1/2018,Commodity,KPD,Other,Steel/Tim,
11/1/2018,Commodity,KPD,Other,Newspaper,
11/1/2018,Commodity,KPD,Other,All Mixed (no glass),
11/1/2018,Commodity,Recycling Trailer,Other,Aluminum,
11/1/2018,Commodity,Recycling Trailer,Other,Plastics,
11/1/2018,Commodity,Recycling Trailer,Other,Glass,
11/1/2018,Commodity,Recycling Trailer,Other,Mixed Paper,
11/1/2018,Commodity,Recycling Trailer,Other,Cardboard,
11/1/2018,Commodity,Recycling Trailer,Other,Steel/Tim,
11/1/2018,Commodity,Recycling Trailer,Other,Newspaper,
11/1/2018,Commodity,Recycling Trailer,Other,All Mixed (no glass),
11/1/2018,Landfill,Landfill Class 1,Waste,Transfer Station,1076.1
11/1/2018,Landfill,Landfill Class 1,Waste,Household Trash,3638
11/1/2018,Landfill,Landfill Class 1,Waste,Misc Trash,3.6
11/1/2018,Landfill,Landfill Class 1,Waste,Construction,
11/1/2018,Landfill,Landfill Class 1,Waste,Codes,
11/1/2018,Landfill,Landfill Class 3,"C&D, Diverted",Transfer Station,1830.6
11/1/2018,Landfill,Landfill Class 3,"C&D, Diverted",Household Trash,
11/1/2018,Landfill,Landfill Class 3,"C&D, Diverted",Misc Trash,
11/1/2018,Landfill,Landfill Class 3,"C&D, Diverted",Construction,280
11/1/2018,Landfill,Landfill Class 3,"C&D, Diverted",Codes,251
11/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Non-Commodity Recycling,TS Scrap Meta,28.7
11/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Non-Commodity Recycling,TS Tires,7.7
11/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Non-Commodity Recycling,TS Carpet,0.0
11/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Non-Commodity Recycling,HHW E-Waste,0.0
11/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Non-Commodity Recycling,HHW Mixed Recycling,9.8
11/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Non-Commodity Recycling,HHW Diverted,
11/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Diverted,TS Scrap Meta,
11/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Diverted,TS Tires,
11/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Diverted,TS Carpet,
11/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Diverted,HHW E-Waste,
11/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Diverted,HHW Mixed Recycling,
11/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Diverted,HHW Diverted, 2.3 
11/1/2018,Mulch (TONS),Citywide,Total,Leaves," 1,768.8 "
11/1/2018,Mulch (TONS),Citywide,Total,Brush," 1,279.2 "
12/1/2018,Commodity,Magnolia & Alice,Drop off Center,Aluminum, 360 
12/1/2018,Commodity,Magnolia & Alice,Drop off Center,Plastics," 3,860 "
12/1/2018,Commodity,Magnolia & Alice,Drop off Center,Glass," 7,880 "
12/1/2018,Commodity,Magnolia & Alice,Drop off Center,Mixed Paper," 10,800 "
12/1/2018,Commodity,Magnolia & Alice,Drop off Center,Cardboard," 6,140 "
12/1/2018,Commodity,Magnolia & Alice,Drop off Center,Steel/Tim, 940 
12/1/2018,Commodity,Magnolia & Alice,Drop off Center,Newspaper,
12/1/2018,Commodity,Magnolia & Alice,Drop off Center,All Mixed (no glass),
12/1/2018,Commodity,225 Moody,Drop off Center,Aluminum," 1,240 "
12/1/2018,Commodity,225 Moody,Drop off Center,Plastics," 6,126 "
12/1/2018,Commodity,225 Moody,Drop off Center,Glass," 14,940 "
12/1/2018,Commodity,225 Moody,Drop off Center,Mixed Paper," 30,920 "
12/1/2018,Commodity,225 Moody,Drop off Center,Cardboard," 10,100 "
12/1/2018,Commodity,225 Moody,Drop off Center,Steel/Tim, -   
12/1/2018,Commodity,225 Moody,Drop off Center,Newspaper," 14,560 "
12/1/2018,Commodity,225 Moody,Drop off Center,All Mixed (no glass),
12/1/2018,Commodity,4440 Western Av.,Drop off Center,Aluminum, -   
12/1/2018,Commodity,4440 Western Av.,Drop off Center,Plastics," 4,500 "
12/1/2018,Commodity,4440 Western Av.,Drop off Center,Glass," 6,740 "
12/1/2018,Commodity,4440 Western Av.,Drop off Center,Mixed Paper," 23,080 "
12/1/2018,Commodity,4440 Western Av.,Drop off Center,Cardboard," 8,460 "
12/1/2018,Commodity,4440 Western Av.,Drop off Center,Steel/Tim, -   
12/1/2018,Commodity,4440 Western Av.,Drop off Center,Newspaper, -   
12/1/2018,Commodity,4440 Western Av.,Drop off Center,All Mixed (no glass),
12/1/2018,Commodity,341 Parkvillage,Drop off Center,Aluminum," 2,860 "
12/1/2018,Commodity,341 Parkvillage,Drop off Center,Plastics," 29,640 "
12/1/2018,Commodity,341 Parkvillage,Drop off Center,Glass," 51,500 "
12/1/2018,Commodity,341 Parkvillage,Drop off Center,Mixed Paper," 81,460 "
12/1/2018,Commodity,341 Parkvillage,Drop off Center,Cardboard," 45,880 "
12/1/2018,Commodity,341 Parkvillage,Drop off Center,Steel/Tim," 2,640 "
12/1/2018,Commodity,341 Parkvillage,Drop off Center,Newspaper, -   
12/1/2018,Commodity,341 Parkvillage,Drop off Center,All Mixed (no glass),
12/1/2018,Commodity,227 Willow Av.,Drop off Center,Aluminum, 340 
12/1/2018,Commodity,227 Willow Av.,Drop off Center,Plastics," 2,755 "
12/1/2018,Commodity,227 Willow Av.,Drop off Center,Glass," 13,740 "
12/1/2018,Commodity,227 Willow Av.,Drop off Center,Mixed Paper," 6,140 "
12/1/2018,Commodity,227 Willow Av.,Drop off Center,Cardboard," 11,680 "
12/1/2018,Commodity,227 Willow Av.,Drop off Center,Steel/Tim, 520 
12/1/2018,Commodity,227 Willow Av.,Drop off Center,Newspaper, -   
12/1/2018,Commodity,227 Willow Av.,Drop off Center,All Mixed (no glass),
12/1/2018,Commodity,Curbside City-Wide,Curbside,Aluminum,
12/1/2018,Commodity,Curbside City-Wide,Curbside,Plastics,
12/1/2018,Commodity,Curbside City-Wide,Curbside,Glass,
12/1/2018,Commodity,Curbside City-Wide,Curbside,Mixed Paper,
12/1/2018,Commodity,Curbside City-Wide,Curbside,Cardboard,
12/1/2018,Commodity,Curbside City-Wide,Curbside,Steel/Tim,
12/1/2018,Commodity,Curbside City-Wide,Curbside,Newspaper,
12/1/2018,Commodity,Curbside City-Wide,Curbside,All Mixed (no glass),
12/1/2018,Commodity,Downtown,Curbside,Aluminum,
12/1/2018,Commodity,Downtown,Curbside,Plastics,
12/1/2018,Commodity,Downtown,Curbside,Glass,
12/1/2018,Commodity,Downtown,Curbside,Mixed Paper,
12/1/2018,Commodity,Downtown,Curbside,Cardboard,22240.00
12/1/2018,Commodity,Downtown,Curbside,Steel/Tim,
12/1/2018,Commodity,Downtown,Curbside,Newspaper,
12/1/2018,Commodity,Downtown,Curbside,All Mixed (no glass),
12/1/2018,Commodity,KPD,Other,Aluminum,
12/1/2018,Commodity,KPD,Other,Plastics,
12/1/2018,Commodity,KPD,Other,Glass,
12/1/2018,Commodity,KPD,Other,Mixed Paper,
12/1/2018,Commodity,KPD,Other,Cardboard,
12/1/2018,Commodity,KPD,Other,Steel/Tim,
12/1/2018,Commodity,KPD,Other,Newspaper,
12/1/2018,Commodity,KPD,Other,All Mixed (no glass),
12/1/2018,Commodity,Recycling Trailer,Other,Aluminum,
12/1/2018,Commodity,Recycling Trailer,Other,Plastics,
12/1/2018,Commodity,Recycling Trailer,Other,Glass,
12/1/2018,Commodity,Recycling Trailer,Other,Mixed Paper,
12/1/2018,Commodity,Recycling Trailer,Other,Cardboard,
12/1/2018,Commodity,Recycling Trailer,Other,Steel/Tim,
12/1/2018,Commodity,Recycling Trailer,Other,Newspaper,
12/1/2018,Commodity,Recycling Trailer,Other,All Mixed (no glass),
12/1/2018,Landfill,Landfill Class 1,Waste,Transfer Station, 984 
12/1/2018,Landfill,Landfill Class 1,Waste,Household Trash," 3,474 "
12/1/2018,Landfill,Landfill Class 1,Waste,Misc Trash, 3 
12/1/2018,Landfill,Landfill Class 1,Waste,Construction,
12/1/2018,Landfill,Landfill Class 1,Waste,Codes,
12/1/2018,Landfill,Landfill Class 3,"C&D, Diverted",Transfer Station," 1,532 "
12/1/2018,Landfill,Landfill Class 3,"C&D, Diverted",Household Trash,
12/1/2018,Landfill,Landfill Class 3,"C&D, Diverted",Misc Trash,
12/1/2018,Landfill,Landfill Class 3,"C&D, Diverted",Construction, 264 
12/1/2018,Landfill,Landfill Class 3,"C&D, Diverted",Codes, 366 
12/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Non-Commodity Recycling,TS Scrap Meta,38.2
12/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Non-Commodity Recycling,TS Tires,9.5
12/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Non-Commodity Recycling,TS Carpet,0.0
12/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Non-Commodity Recycling,HHW E-Waste,0.0
12/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Non-Commodity Recycling,HHW Mixed Recycling,1.5
12/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Non-Commodity Recycling,HHW Diverted,
12/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Diverted,TS Scrap Meta,
12/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Diverted,TS Tires,
12/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Diverted,TS Carpet,
12/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Diverted,HHW E-Waste,
12/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Diverted,HHW Mixed Recycling,
12/1/2018,SWMF Recycled/Diverted (TONS),Citywide,Diverted,HHW Diverted,
12/1/2018,Mulch (TONS),Citywide,Total,Leaves," 2,630.0 "
12/1/2018,Mulch (TONS),Citywide,Total,Brush, 250.0 
